"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
628317,"Maeda, Kenta","R",1958,116,"38.5",-1.9532311236786257,5.68614913176711,-0.1866933288906611,4.281775642230149
640448,"Finnegan, Kyle","R",1066,120,"50.3",-1.0217979552205663,5.728245778611632,0.3744760531314692,4.04245364097882
640455,"Manaea, Sean","L",2909,121,"22.7",2.9287574626183006,5.436675833619801,0.7583734313082088,4.527256666875006
640462,"Puk, A.J.","L",1173,9999,"28.5",2.319097172573425,5.551756180733163,0.08587987236590366,4.339213312985428
641154,"López, Pablo","R",2985,142,"38.3",-2.1003531825457395,5.583159128978225,-0.21565295500079124,4.093698536682223
641302,"Alexander, Tyler","L",1668,139,"35.9",2.0843995684801278,5.638585131894485,0.18970622325668876,4.268755165439841
641482,"Cortes, Nestor","L",2849,147,"47.1",1.68227411845579,5.71963144963145,0.28441208170111915,4.215708523771358
641540,"Dunning, Dane","R",1689,140,"38.2",-1.8942707644314134,5.411426879810539,-0.06612274384214098,3.968746011414954
641712,"Hudson, Dakota","R",1508,115,"35.8",-1.9461026802597612,6.124781167108753,0.006136895085982305,4.713467222998435
641729,"Jiménez, Joe","R",1089,144,"31.4",-1.9965958556188101,5.654710743801653,-0.03633453273620993,4.458097843120886
641755,"Kinley, Tyler","R",1160,115,"45.0",-1.4902609041451398,6.452129310344827,0.1300940860685967,4.832219467622473
641771,"Kuhl, Chad","R",980,145,"25.7",-2.331768445788542,5.286744897959184,-0.36573153397722724,4.338873728946124
641793,"Littell, Zack","R",2467,139,"41.5",-1.9370185211283921,6.1458897446291045,-0.2355123966843619,4.638212079882253
641927,"Ober, Bailey","R",2692,142,"35.0",-2.197338225859832,5.985746656760773,-0.16501370367206725,4.5609444013820575
642232,"Yarbrough, Ryan","L",1476,9999,"13.5",3.1875735109780408,5.01739159891599,0.9129248450550459,4.472438969078639
642547,"Peralta, Freddy","R",3066,158,"36.9",-2.172796899421917,5.279817351598173,-0.3890275162991722,3.941091193359868
642701,"Santana, Dennis","R",1106,9999,"32.3",-2.401018576097299,5.741491862567812,-0.3426287560478737,4.440307997859673
643377,"Jax, Griffin","R",1066,142,"45.8",-1.3803030125766795,5.500609756097561,0.21743911033968424,3.856790475330504
643410,"Leiter Jr., Mark","R",1008,9999,"50.3",-1.3895920347935502,5.802847222222222,0.015165158323430381,4.110382076012223
643511,"Rogers, Tyler","R",992,137,"-64.1",-2.6995425009894207,1.0996471774193548,-1.670734337085274,3.2186675634128283
647336,"Soroka, Michael","R",1442,145,"37.4",-2.067094703765303,6.0955894590846045,-0.1558871704727787,4.631256250664432
650556,"Abreu, Bryan","R",1270,117,"45.1",-1.6400657213600989,5.75032283464567,0.00825571939871152,4.089015636588207
650633,"King, Michael","R",2819,135,"29.3",-2.145033586186572,5.498744235544519,-0.1880650807577054,4.400251933499383
650644,"Civale, Aaron","R",2692,9999,"45.7",-1.3421083230851956,6.37150074294205,0.19698100018408013,4.790600549359957
650893,"Cabrera, Génesis","L",1030,141,"45.0",1.539473394365275,5.9258155339805825,-0.16798951802433243,4.217905889708046
650911,"Sánchez, Cristopher","L",2796,143,"32.2",2.050893952705123,6.181698855507868,0.07531110307824522,4.9372990070166445
656222,"Beeks, Jalen","L",1157,9999,"49.5",1.7218073496372885,5.985280898876405,0.2039476869462329,4.209234505459291
656288,"Canning, Griffin","R",2869,108,"45.2",-1.513033815962462,5.900013942140118,0.045962179490763956,4.3313066618142555
656302,"Cease, Dylan","R",3188,135,"53.4",-1.2926272100200744,6.100291718946048,0.020948343750069893,4.3277111857187265
656412,"Faedo, Alex","R",1007,116,"32.5",-2.3724476988645122,6.033674280039722,-0.3056385398467413,4.716390571525171
656427,"Flaherty, Jack","R",2569,9999,"28.5",-1.9454571923441055,5.381514207862982,0.020469636222088534,4.3136226975060525
656464,"Ginkel, Kevin","R",1184,109,"40.3",-1.7702920218596077,6.42835304054054,0.05065392789179554,4.8862614758725975
656546,"Hoffman, Jeff","R",990,143,"39.6",-1.824444000960117,6.038555555555556,0.09033977700354705,4.452051756333387
656550,"Holmes, Grant","R",1023,144,"40.0",-1.8970490700540574,5.943998044965787,-0.20386680527894085,4.522193906722913
656557,"Houck, Tanner","R",2732,111,"22.1",-2.527372265312875,5.60353953147877,-0.23545156111759225,4.670585774331029
656605,"Keller, Mitch","R",2848,134,"34.7",-1.9514175314775692,5.753110955056179,-0.1620462259846482,4.512348614282281
656629,"Kopech, Michael","R",1141,9999,"44.8",-1.5907048719841164,5.717537248028045,-0.08144733518616594,4.219771227665634
656731,"Megill, Tylor","R",1365,121,"36.8",-2.022162902236752,5.788322344322344,-0.16499613543319425,4.400101078202843
656756,"Montgomery, Jordan","L",1929,109,"45.6",1.6284171017978546,6.603639191290824,-0.08761701471766424,4.853465583656527
656849,"Peterson, David","L",1871,121,"40.9",1.7605148115858409,6.1298343132014965,-0.11821820820840848,4.502925692076548
656945,"Scott, Tanner","L",1163,9999,"35.2",2.2475399275341124,5.23164230438521,0.4436093735391444,3.957439418845784
657006,"Steele, Justin","L",2046,112,"45.7",1.6955910965256205,6.124877810361681,0.10514987611146832,4.489132182572665
657044,"Thompson, Ryan","R",977,109,"-5.8",-3.364642491041433,3.7941658137154555,-0.8818769952216488,4.04788665874836
657277,"Webb, Logan","R",3198,137,"22.1",-2.6642362299545006,4.978202001250781,-0.5149773569766755,4.103699446735315
657376,"Schmidt, Clarke","R",1454,147,"35.1",-1.9219600941680652,5.640742778541953,0.012585028086512837,4.280150257939865
657508,"Baumann, Mike","R",1066,9999,"48.7",-1.380466368212265,6.096219512195122,0.13667325994187543,4.364813904997441
657612,"Hill, Tim","L",982,9999,"-19.6",3.102259693804158,3.1423625254582483,0.8772059571393823,3.9345277872470965
657649,"Koenig, Jared","L",1017,158,"31.4",2.4561634301217987,5.878525073746313,0.48099452778697965,4.676010592827459
657746,"Ryan, Joe","R",2106,142,"25.6",-1.9662328413714931,4.771614434947768,0.07963416556210674,3.7881715277037173
658648,"Avila, Pedro","R",1419,9999,"45.0",-1.6812338141272145,5.781057082452431,-0.016615217465037135,4.111801814815234
660761,"Suarez, José","L",987,108,"40.2",1.8095025449487567,5.597760891590679,0.16150701517228425,4.2018102204776175
660853,"De Los Santos, Enyel","R",1116,9999,"24.8",-2.4590637711457193,5.451621863799283,-0.2931278129172816,4.448780313891604
661403,"Clase, Emmanuel","R",983,114,"53.3",-1.2545900717057394,6.05175991861648,0.17012577190128803,4.1387117756767
661563,"Gil, Luis","R",2664,147,"35.8",-2.0423615989939488,5.667837837837838,-0.06117254169276229,4.2380339906417115
663362,"Waldron, Matt","R",2448,135,"28.6",-2.411743391798,5.479093137254902,-0.461148258682558,4.415699664464716
663372,"Feltner, Ryan","R",2577,115,"42.0",-1.723656794165882,5.536550252231277,-0.04595534216367606,4.025761687200015
663423,"Thornton, Trent","R",1139,136,"35.0",-1.9588525719222687,5.184284460052678,-0.16624286142424086,3.9297969787739504
663474,"McKenzie, Triston","R",1299,114,"53.9",-1.0465318044701222,6.473086989992302,0.286344410618891,4.643205124125373
663485,"Sands, Cole","R",1154,142,"25.9",-2.3468286116368566,5.750831889081455,-0.23041003237595653,4.721914213523759
663546,"Hjelle, Sean","R",1209,137,"28.1",-2.2232391563837055,6.426881720430107,0.048490647240172866,5.214660385492643
663554,"Mize, Casey","R",1788,116,"43.3",-1.66229423377499,5.6478691275167785,-0.0755867832489921,4.152719920085179
663559,"Falter, Bailey","L",2137,134,"56.0",0.8691145239582374,5.781478708469818,-0.32744405487893885,4.00746676684542
663567,"Lambert, Peter","R",1039,115,"53.7",-1.1604147387975736,6.097901828681424,0.1867814399729618,4.264264220361344
663623,"Irvin, Jake","R",3046,120,"28.5",-2.1689572141954647,5.724711096520027,-0.10945356377493994,4.603897474523147
663687,"Harris, Hogan","L",1213,133,"49.3",1.6158786686570203,5.887609233305853,0.09722832946114067,4.11737162939222
663776,"Sandoval, Patrick","L",1442,108,"52.9",1.1443923693103122,6.057302357836338,-0.17503963715230134,4.313792056919856
663855,"Hicks, Jordan","R",1958,137,"29.4",-2.3196527608033315,5.615955056179775,-0.29308856061971633,4.474915976550338
663878,"Pearson, Nate","R",1058,9999,"40.3",-1.7340879779916951,5.493969754253308,0.09603073358403337,3.9414801558619668
663903,"Singer, Brady","R",2966,118,"27.8",-1.9701505505872097,5.2622791638570465,-0.14635944801631803,4.299006867673202
663947,"Holton, Tyler","L",1338,116,"43.2",1.7192384006938322,5.890097159940209,0.04131163854317376,4.3149472254862
663978,"Paddack, Chris","R",1459,142,"45.9",-1.6276275989945899,6.174694996572995,0.07140337953986504,4.422423420370703
664076,"Cleavinger, Garrett","L",1040,139,"35.0",2.0938403542104824,5.287298076923077,0.2420073922768408,3.991983443456054
664208,"Maton, Phil","R",1048,9999,"31.2",-2.1335546352379353,5.329675572519084,-0.21269818923405587,4.164968452429549
664285,"Valdez, Framber","L",2526,117,"42.7",1.7451942268433613,6.000645288994457,0.15589289164524947,4.532282610582562
664747,"Díaz, Alexis","R",977,113,"10.0",-2.7226730984334693,4.591514841351075,-0.5699764288985344,4.213885639950592
664875,"Lawrence, Justin","R",1080,115,"-2.2",-3.2595490130901057,4.357648148148148,-0.8318851390539381,4.451531696540569
665152,"Kremer, Dean","R",2171,110,"41.0",-1.7797091577545763,6.040156609857209,-0.05282877273014645,4.537115732500445
665795,"Cabrera, Edward","R",1734,146,"42.0",-1.6954773178697264,6.151972318339101,0.10661359827668092,4.528603850586056
665871,"Assad, Javier","R",2538,112,"54.8",-1.0466034696142883,6.0000788022064615,0.22297430612620434,4.20082770512102
666142,"Ragans, Cole","L",3118,118,"45.1",1.650727651461802,6.335323925593329,-0.028577902901786998,4.6485713887450135
666157,"Lodolo, Nick","L",1863,113,"18.5",2.9300858469422506,5.519924852388621,0.5563698258994224,4.72415647715193
666200,"Luzardo, Jesús","L",1083,146,"39.3",1.894745522013087,5.975401662049862,0.09039720539269179,4.497080952427979
666214,"Wentz, Joey","L",1224,9999,"49.7",1.2627591531307134,6.352058823529412,-0.3487151660783149,4.452086176863793
666808,"Doval, Camilo","R",1116,137,"19.3",-2.2024403065553093,5.472858422939068,-0.014273112689194277,4.705413142893195
666974,"Cano, Yennier","R",1008,110,"17.6",-2.8913293232672803,5.472083333333333,-0.473628475140056,4.703143853450471
667755,"Soriano, José","R",1736,108,"36.1",-2.1581442936076436,6.004665898617511,-0.24934576381872398,4.615176302962534
668678,"Gallen, Zac","R",2506,109,"41.2",-1.4924126025437485,5.859305666400639,0.10813196257680319,4.456933896829428
668881,"Greene, Hunter","R",2563,113,"32.0",-2.2741819552306253,5.971037846273898,-0.317083326030728,4.750401012801815
668909,"Williams, Gavin","R",1361,114,"35.4",-2.099351859918551,5.8617634092578985,-0.2112575357455787,4.520651036710189
668933,"Ashcraft, Graham","R",1342,113,"49.0",-1.45409179949284,6.296587183308495,0.11187623462201572,4.494224667601765
668964,"Myers, Tobias","R",2151,158,"60.5",-0.8445685461695732,5.887168758716876,0.27299937893165804,3.9089800086350417
669022,"Gore, MacKenzie","L",2993,120,"47.2",1.552864720890452,5.850691613765453,0.026161597619638932,4.203441980574996
669060,"Wilson, Bryse","R",1642,158,"45.8",-1.7674747785831157,5.788879415347138,-0.14551856285865028,4.121100957269189
669062,"Miller, Erik","L",1269,137,"37.1",1.953448708083059,6.389078014184397,-0.006170083676424949,4.911736635370532
669093,"Estrada, Jeremiah","R",977,135,"63.9",-0.6774426158304931,5.815649948822927,0.3415969153270315,3.729362266441889
669194,"Nelson, Ryne","R",2406,109,"47.6",-1.3013737489520334,6.072323358270989,0.20760487795662358,4.418825069975092
669203,"Burnes, Corbin","R",2994,110,"43.7",-1.5769566482868338,5.967802271209085,0.06756166736324701,4.395320908513402
669211,"Akin, Keegan","L",1216,110,"42.4",1.722348782488735,5.913478618421053,0.04394475326015573,4.377588611589971
669302,"Gilbert, Logan","R",3036,136,"43.8",-1.4977128477976314,5.825405138339921,0.17979565226198277,4.2117641799886805
669358,"Baz, Shane","R",1206,139,"38.3",-1.73118671996243,5.800787728026534,0.05342561923005295,4.388375122678349
669373,"Skubal, Tarik","L",2741,116,"48.1",1.8776872294173508,6.1636008755928495,0.17235176929715204,4.266466560274072
669432,"Rogers, Trevor","L",2243,9999,"22.7",2.4689770663491846,5.706486847971467,0.23645099227304914,4.771702789029526
669461,"Liberatore, Matthew","L",1356,138,"45.2",1.6033319899029148,6.441681415929203,-0.03552556604567277,4.789524688451406
669467,"Pallante, Andre","R",1880,138,"58.8",-1.355305292270511,5.998718085106383,-0.22368324027193082,4.1305193380930705
669711,"Weissert, Greg","R",1028,111,"15.7",-2.770719985955185,4.826809338521401,-0.5399130020738399,4.201374541015557
669713,"Wesneski, Hayden","R",1075,112,"49.6",-1.5217672216403848,5.933227906976744,0.012400272768726942,4.127370946233885
669854,"Blanco, Ronel","R",2649,117,"46.5",-1.4800588121656428,6.1155341638354095,0.07072117383279199,4.484586021362112
669923,"Kirby, George","R",2967,136,"36.6",-1.796165269375224,5.866788001348163,0.14812834299697145,4.420407643736478
670102,"Francis, Bowden","R",1558,141,"40.2",-1.8601146811232703,5.917188703465982,-0.09745535091151643,4.426798381534899
670174,"Winckowski, Josh","R",1240,111,"51.0",-1.1569769240218735,6.031991935483871,0.26791478566499916,4.270517621327123
670280,"Bednar, David","R",1009,134,"40.8",-1.68140108212055,5.897333994053518,-0.04265297642076923,4.480788854498462
670950,"Richards, Trevor","R",1180,9999,"52.3",-1.135537841960952,6.279593220338983,0.3317453837729236,4.384528123508263
670970,"Morejon, Adrian","L",1053,135,"42.8",1.756019802590873,5.811889838556505,0.12577444911660599,4.303193932961253
671096,"Abbott, Andrew","L",2333,113,"45.0",1.6470728370678138,5.862678954136305,0.10519578209415707,4.31995651552208
671106,"Allen, Logan","L",1664,114,"44.6",1.3326085279269184,5.376129807692307,-0.2288441246100713,3.835641286539747
671737,"Bradley, Taj","R",2294,139,"54.4",-1.2984871226094772,6.105797733217088,0.013338093173387288,4.2752716189796836
671922,"Smith, Cade","R",1166,114,"37.2",-1.8982844077956957,5.744914236706689,0.03033396119402073,4.278840376854
672282,"Detmers, Reid","L",1557,108,"45.4",1.4723519362551265,6.140706486833655,-0.11360945125057671,4.531957868381194
672456,"Montero, Keider","R",1539,116,"43.1",-1.6209038147831611,5.83454840805718,0.01775041268087363,4.302410320612385
672710,"Contreras, Roansy","R",1074,9999,"48.6",-1.1259998195250647,5.93233705772812,0.3732978765638641,4.23443770186253
673513,"Matsui, Yuki","L",1029,135,"56.6",1.1437413090604607,5.968785228377065,-0.0012103495077684812,4.229526688337673
674003,"Bradford, Cody","L",1175,140,"56.6",1.0587746119575638,6.224374468085107,-0.27013268942238405,4.206505137027345
674370,"Bido, Osvaldo","R",1055,133,"33.9",-2.0852033169894093,5.847554502369668,-0.08690994956534963,4.505703603669818
676106,"Hancock, Emerson","R",1013,136,"27.5",-2.099057783313881,5.5687166831194475,-0.0629507451261937,4.511082102190244
676130,"Buttó, José","R",1222,121,"33.1",-2.164254365146933,5.287790507364975,-0.14297427750597339,3.9709411758141733
676254,"Walker, Ryan","R",1205,137,"17.1",-2.8554150330599852,5.180605809128631,-0.559733551083202,4.474050149924927
676272,"Miller, Bobby","R",1053,119,"47.4",-1.2477083212670472,6.0295156695156695,0.32421517462203736,4.318551870134223
676440,"Bibee, Tanner","R",2851,114,"51.0",-1.44108146867321,6.177600841809891,-0.0428130679043723,4.449418399335755
676534,"Faucher, Calvin","R",987,146,"50.0",-1.5493588711437405,6.000577507598784,-0.08529302537262487,4.2526452222926565
